id,label,attr_0,attr_1,attr_2,attr_3,attr_4
16125,R16125,3207,56,5,446,28
16126,R16126,2762,306,8,67,1
16127,R16127,3117,306,37,516,273
16128,R16128,3186,44,14,30,0
16129,R16129,2955,0,0,0,0
16130,R16130,2541,101,8,95,2
16131,R16131,3286,95,8,60,18
16132,R16132,3042,197,11,350,54
16133,R16133,3126,124,15,283,82
16134,R16134,2942,178,17,30,-1
16135,R16135,2789,45,9,300,22
16136,R16136,2371,5,19,319,25
16137,R16137,3127,177,12,180,4
16138,R16138,2752,336,26,247,71
16139,R16139,2944,97,19,540,148
16140,R16140,3314,349,5,67,6
16141,R16141,3294,336,5,0,0
16142,R16142,2724,38,6,437,76
16143,R16143,2873,350,5,150,12
16144,R16144,3109,290,10,342,-6
16145,R16145,2070,239,22,85,38
16146,R16146,3162,147,18,277,19
16147,R16147,2994,342,10,319,72
16148,R16148,3234,86,9,564,86
16149,R16149,3098,104,10,256,45
16150,R16150,2768,2,14,95,8
16151,R16151,2961,297,8,433,41
16152,R16152,2690,245,11,150,29
16153,R16153,3271,227,8,408,45
16154,R16154,2242,342,29,268,180
16155,R16155,2923,94,10,95,10
16156,R16156,2948,159,12,268,37
16157,R16157,2976,345,7,551,116
16158,R16158,3008,15,3,633,89
16159,R16159,2742,192,15,124,19
16160,R16160,3332,128,13,543,-30
16161,R16161,2703,73,15,488,-28
16162,R16162,3061,102,10,417,-1
16163,R16163,3042,1,10,268,126
16164,R16164,3042,117,3,30,1
16165,R16165,2891,271,13,175,34
16166,R16166,2915,264,15,391,31
16167,R16167,2902,182,12,134,11
16168,R16168,2502,151,27,421,94
16169,R16169,2864,51,13,295,35
16170,R16170,3463,340,16,805,217
16171,R16171,2833,316,28,150,64
16172,R16172,2940,300,16,190,47
16173,R16173,2773,224,14,268,78
16174,R16174,2847,339,10,30,11
16175,R16175,3377,213,16,371,122
16176,R16176,3006,171,10,361,33
16177,R16177,2861,79,20,150,5
16178,R16178,3145,265,9,391,33
16179,R16179,3285,6,20,540,157
16180,R16180,3083,16,3,466,50
16181,R16181,3211,270,3,459,30
16182,R16182,2923,129,10,162,39
16183,R16183,2913,113,13,90,16
16184,R16184,3018,17,10,511,46
16185,R16185,3064,62,15,443,-35
16186,R16186,2841,114,10,190,40
16187,R16187,2704,214,18,330,-31
16188,R16188,2592,5,13,108,17
16189,R16189,3067,5,15,108,16
16190,R16190,3686,14,12,1020,277
16191,R16191,3079,113,7,120,4
16192,R16192,2609,177,16,42,11
16193,R16193,1929,342,16,0,0
16194,R16194,2944,141,14,30,5
16195,R16195,3254,326,12,537,123
16196,R16196,2985,273,10,180,41
16197,R16197,2961,305,4,30,6
16198,R16198,3329,299,10,153,30
16199,R16199,2794,80,26,127,54
16200,R16200,3011,228,22,255,91
16201,R16201,3227,353,16,95,21
16202,R16202,3119,10,11,285,15
16203,R16203,3018,62,11,362,63
16204,R16204,3203,18,1,190,-17
16205,R16205,2599,190,10,30,0
16206,R16206,2828,63,27,323,141
16207,R16207,2929,353,11,180,-9
16208,R16208,2886,358,21,175,53
16209,R16209,3043,141,13,67,11
16210,R16210,2813,54,8,0,0
16211,R16211,2962,104,13,240,26
16212,R16212,3140,316,18,277,36
16213,R16213,3235,81,11,778,119
16214,R16214,3091,148,6,150,-9
16215,R16215,2473,228,38,67,42
16216,R16216,3215,16,10,408,88
16217,R16217,3008,33,11,577,36
16218,R16218,3084,273,12,42,2
16219,R16219,2988,11,7,0,0
16220,R16220,2435,113,25,85,35
16221,R16221,2924,80,13,60,-6
16222,R16222,3234,88,6,30,-2
16223,R16223,2832,43,11,30,-2
16224,R16224,3135,141,16,150,18
16225,R16225,2722,128,13,85,22
16226,R16226,3221,0,2,216,0
16227,R16227,2998,25,24,228,139
16228,R16228,3365,299,10,957,166
16229,R16229,2826,78,20,180,52
16230,R16230,2902,234,21,67,19
16231,R16231,2992,214,2,323,84
16232,R16232,2749,300,13,330,82
16233,R16233,2480,153,29,212,94
16234,R16234,2904,172,7,418,40
16235,R16235,2398,359,14,170,20
16236,R16236,2866,288,9,90,15
16237,R16237,3270,9,12,660,67
16238,R16238,2730,21,7,418,31
16239,R16239,3295,101,13,270,21
16240,R16240,3024,10,12,376,3
16241,R16241,2624,302,12,30,11
16242,R16242,2828,341,17,85,20
16243,R16243,2891,27,9,175,-5
16244,R16244,3054,59,1,30,0
16245,R16245,2795,64,16,95,4
16246,R16246,2406,49,15,272,68
16247,R16247,3072,255,16,624,95
16248,R16248,2967,27,13,192,35
16249,R16249,3272,333,10,418,44
16250,R16250,3220,344,11,646,76
16251,R16251,3242,79,17,201,23
16252,R16252,2869,203,12,420,69
16253,R16253,3121,97,51,127,18
16254,R16254,3299,31,18,85,-16
16255,R16255,3176,28,16,134,21
16256,R16256,3057,39,12,175,6
16257,R16257,3049,292,9,467,86
16258,R16258,3195,183,4,234,18
16259,R16259,3034,76,24,484,-70
16260,R16260,2713,280,7,342,-12
16261,R16261,3255,339,12,870,65
16262,R16262,2910,58,9,85,25
16263,R16263,2618,43,26,362,77
16264,R16264,2899,73,10,285,35
16265,R16265,3423,201,11,600,30
16266,R16266,3149,58,7,150,16
16267,R16267,2527,336,18,192,73
16268,R16268,2904,30,16,469,99
16269,R16269,3182,115,13,612,10
16270,R16270,2948,7,9,418,3
16271,R16271,2719,72,25,30,-6
16272,R16272,2965,56,12,782,213
16273,R16273,2909,339,33,228,89
16274,R16274,3020,324,14,182,50
16275,R16275,3097,314,16,564,68
16276,R16276,2763,218,23,240,68
16277,R16277,2746,63,13,108,15
16278,R16278,2792,114,27,124,46
16279,R16279,2406,17,28,95,56
16280,R16280,3066,137,11,124,11
16281,R16281,3206,68,15,60,-2
16282,R16282,2509,34,19,124,14
16283,R16283,2316,3,18,379,163
16284,R16284,2991,108,5,30,0
16285,R16285,3203,39,29,484,8
16286,R16286,3100,76,16,210,57
16287,R16287,2876,108,20,190,22
16288,R16288,3001,1,11,384,39
16289,R16289,3102,48,13,421,95
16290,R16290,3224,153,2,216,-5
16291,R16291,2844,40,11,228,51
16292,R16292,3096,297,1,277,19
16293,R16293,3173,84,17,60,15
16294,R16294,2021,338,37,360,170
16295,R16295,2695,34,7,0,0
16296,R16296,3383,126,7,30,3
16297,R16297,2842,320,28,277,108
16298,R16298,2692,127,33,42,21
16299,R16299,3237,267,9,201,13
16300,R16300,3112,162,21,242,17
16301,R16301,3218,240,25,108,17
16302,R16302,3106,81,10,108,10
16303,R16303,2776,70,25,60,17
16304,R16304,2880,120,14,67,11
16305,R16305,3120,25,13,648,7
16306,R16306,2034,55,22,30,-2
16307,R16307,2909,79,22,300,-31
16308,R16308,3258,338,12,182,35
16309,R16309,2861,74,18,42,8
16310,R16310,2680,62,14,67,3
16311,R16311,3068,303,19,674,298
16312,R16312,3016,59,12,516,17
16313,R16313,3057,90,3,342,69
16314,R16314,3263,43,11,360,-6
16315,R16315,2893,5,19,255,54
16316,R16316,2764,327,5,242,9
16317,R16317,3157,118,5,323,76
16318,R16318,3500,162,19,255,93
16319,R16319,2865,329,3,0,0
16320,R16320,3221,120,14,607,14
16321,R16321,3214,101,31,67,28
16322,R16322,2905,309,16,342,14
16323,R16323,3023,92,7,335,56
16324,R16324,3214,18,11,888,197
16325,R16325,3390,114,8,30,-3
16326,R16326,2808,33,10,30,1
16327,R16327,3165,118,15,531,108
16328,R16328,3453,293,22,297,150
16329,R16329,3073,225,13,424,39
16330,R16330,2974,82,14,30,7
16331,R16331,3183,243,2,242,36
16332,R16332,3151,8,5,212,-26
16333,R16333,2703,322,10,335,42
16334,R16334,3123,101,13,201,43
16335,R16335,2904,336,9,201,-21
16336,R16336,3278,309,9,481,94
16337,R16337,3204,306,4,60,-8
16338,R16338,2986,171,15,446,49
16339,R16339,3167,208,12,180,35
16340,R16340,2824,345,18,30,9
16341,R16341,2792,344,15,162,36
16342,R16342,2892,100,23,722,259
16343,R16343,3151,63,16,255,58
16344,R16344,3049,118,4,418,77
16345,R16345,3240,314,16,469,168
16346,R16346,2939,211,10,430,36
16347,R16347,3331,102,20,153,49
16348,R16348,3023,82,24,170,39
16349,R16349,3003,85,9,330,-24
16350,R16350,3294,115,12,474,102
16351,R16351,3262,64,7,95,7
16352,R16352,2601,40,18,170,54
16353,R16353,2509,193,18,127,42
16354,R16354,3252,243,8,499,56
16355,R16355,3156,46,16,323,61
16356,R16356,3358,36,11,212,-23
16357,R16357,3008,195,13,234,36
16358,R16358,3097,321,6,228,31
16359,R16359,2897,80,4,134,1
16360,R16360,2448,333,20,30,17
16361,R16361,3235,76,31,342,198
16362,R16362,3090,166,9,127,4
16363,R16363,3400,45,11,242,51
16364,R16364,3367,21,17,85,-5
16365,R16365,3102,121,23,319,88
16366,R16366,2193,132,13,30,0
16367,R16367,2196,357,39,30,35
16368,R16368,3070,7,17,870,201
16369,R16369,2468,96,17,30,3
16370,R16370,2772,267,42,240,138
16371,R16371,2977,356,10,42,5
16372,R16372,2912,56,18,182,39
16373,R16373,2199,57,30,0,0
16374,R16374,2698,106,10,0,0
16375,R16375,2677,90,2,421,25
16376,R16376,3228,222,6,509,73
16377,R16377,2526,79,14,108,18
16378,R16378,3084,223,12,330,22
16379,R16379,3234,55,4,488,31
16380,R16380,3079,146,22,258,49
16381,R16381,2972,64,10,256,7
16382,R16382,3269,322,11,190,39
16383,R16383,3000,42,7,240,-19
16384,R16384,2986,22,18,108,15
16385,R16385,3110,207,18,268,35
16386,R16386,3126,303,27,301,105
16387,R16387,2564,351,5,192,17
16388,R16388,3215,45,0,470,34
16389,R16389,3279,315,1,379,95
16390,R16390,2985,256,18,335,45
16391,R16391,3180,61,17,268,35
16392,R16392,2868,66,9,313,55
16393,R16393,2820,176,13,300,86
16394,R16394,3027,9,6,573,23
16395,R16395,2839,180,9,134,11
16396,R16396,3223,22,8,466,75
16397,R16397,2792,99,11,480,4
16398,R16398,3182,95,18,459,77
16399,R16399,3188,218,11,216,54
16400,R16400,3034,108,14,408,16
16401,R16401,2719,85,15,108,28
16402,R16402,3298,278,15,120,22
16403,R16403,2991,72,12,313,52
16404,R16404,2518,57,5,382,42
16405,R16405,2321,256,25,134,68
16406,R16406,2648,10,11,192,54
16407,R16407,3412,185,13,603,212
16408,R16408,3141,12,18,270,65
16409,R16409,3155,67,12,212,10
16410,R16410,2855,4,8,153,28
16411,R16411,2534,27,30,150,-39
16412,R16412,3278,43,8,258,-5
16413,R16413,2968,69,12,484,6
16414,R16414,3152,91,23,124,27
16415,R16415,2828,67,5,162,29
16416,R16416,3129,314,16,120,23
16417,R16417,3086,12,19,424,13
16418,R16418,3208,265,6,258,-12
16419,R16419,2912,52,3,309,57
16420,R16420,3050,230,11,108,0
16421,R16421,2621,202,19,228,93
16422,R16422,3297,58,9,134,11
16423,R16423,2559,143,21,150,18
16424,R16424,3166,227,10,484,85
16425,R16425,3116,69,8,313,38
16426,R16426,3123,18,9,277,14
16427,R16427,2652,150,21,150,-31
16428,R16428,2763,73,11,256,28
16429,R16429,2295,119,20,30,8
16430,R16430,2860,44,18,90,6
16431,R16431,3192,308,8,95,8
16432,R16432,3276,313,10,618,78
16433,R16433,2911,331,12,175,21
16434,R16434,3217,65,30,454,63
16435,R16435,2737,8,9,0,0
16436,R16436,2748,166,14,0,0
16437,R16437,3095,352,23,360,54
16438,R16438,2801,194,29,210,6
16439,R16439,3077,68,18,268,1
16440,R16440,2916,349,8,127,36
16441,R16441,2704,18,20,270,35
16442,R16442,2410,303,29,212,104
16443,R16443,3178,122,17,270,40
16444,R16444,3048,58,6,30,0
16445,R16445,2945,36,6,513,-6
16446,R16446,3159,69,11,849,32
16447,R16447,2444,281,1,283,91
16448,R16448,2806,340,16,134,28
16449,R16449,3199,310,4,212,0
16450,R16450,2224,162,28,85,43
16451,R16451,3195,59,11,767,174
16452,R16452,2622,108,10,323,61
16453,R16453,2868,26,15,268,11
16454,R16454,2786,168,16,30,-2
16455,R16455,2955,83,11,379,6
16456,R16456,2611,99,13,319,103
16457,R16457,3420,59,25,60,-16
16458,R16458,2731,61,15,395,42
16459,R16459,3318,156,22,90,6
16460,R16460,2932,211,29,395,104
16461,R16461,2575,311,23,60,30
16462,R16462,3027,345,5,752,62
16463,R16463,2890,69,15,190,80
16464,R16464,3371,131,20,659,216
16465,R16465,2779,122,6,240,20
16466,R16466,3226,348,15,323,25
16467,R16467,2758,77,9,569,-29
16468,R16468,2935,238,17,127,42
16469,R16469,2760,341,11,30,5
16470,R16470,3139,0,13,120,16
16471,R16471,3310,180,9,1120,194
16472,R16472,3011,138,6,42,3
16473,R16473,3133,173,9,228,1
16474,R16474,2803,69,3,295,26
16475,R16475,2640,201,12,30,-8
16476,R16476,3292,135,13,379,1
16477,R16477,3064,241,19,0,0
16478,R16478,3185,131,18,339,107
16479,R16479,3041,83,10,642,-23
16480,R16480,2501,39,9,270,-3
16481,R16481,3060,347,11,474,85
16482,R16482,3004,201,4,840,78
16483,R16483,3207,95,3,60,-11
16484,R16484,2263,68,13,0,0
16485,R16485,3320,235,18,420,99
16486,R16486,3272,259,10,797,202
16487,R16487,3223,6,16,400,59
16488,R16488,2770,72,8,0,0
16489,R16489,2670,289,10,30,1
16490,R16490,3372,346,15,335,90
16491,R16491,3021,19,17,162,26
16492,R16492,3170,158,20,150,18
16493,R16493,2899,174,2,297,70
16494,R16494,2962,211,3,306,7
16495,R16495,3326,116,15,247,-6
16496,R16496,3289,35,17,360,68
16497,R16497,2121,178,28,90,40
16498,R16498,2932,72,6,30,2
16499,R16499,3135,277,8,212,3
16500,R16500,2103,88,30,242,39
16501,R16501,2853,169,17,509,234
16502,R16502,3078,21,15,402,122
16503,R16503,3227,106,4,551,36
16504,R16504,3142,203,12,60,10
16505,R16505,2365,106,6,124,28
16506,R16506,2861,97,16,242,60
16507,R16507,2604,152,12,108,14
16508,R16508,2513,34,30,85,-5
16509,R16509,3183,230,21,531,64
16510,R16510,2443,186,14,466,137
16511,R16511,3317,27,12,510,43
16512,R16512,3514,356,13,488,147
16513,R16513,2731,57,28,420,178
16514,R16514,2943,36,7,365,30
16515,R16515,3128,183,4,60,1
16516,R16516,3008,352,19,247,75
16517,R16517,3032,81,6,313,52
16518,R16518,2913,234,9,210,13
16519,R16519,3022,71,13,277,44
16520,R16520,2970,27,17,255,47
16521,R16521,2391,340,21,335,85
16522,R16522,2820,18,20,170,42
16523,R16523,3369,312,6,319,30
16524,R16524,3048,261,3,120,0
16525,R16525,2644,20,5,134,1
16526,R16526,2883,103,16,67,10
16527,R16527,3053,320,15,108,-6
16528,R16528,3198,241,22,42,2
16529,R16529,2942,210,8,384,36
16530,R16530,3080,27,14,361,20
16531,R16531,3115,78,7,120,19
16532,R16532,2506,303,11,360,63
16533,R16533,3337,6,17,190,69
16534,R16534,2679,60,11,256,9
16535,R16535,3304,42,14,60,-4
16536,R16536,2320,268,23,170,50
16537,R16537,3296,312,19,600,108
16538,R16538,3007,96,26,42,15
16539,R16539,2961,5,8,474,117
16540,R16540,3259,99,5,0,0
16541,R16541,3086,166,22,42,13
16542,R16542,3172,28,24,323,60
16543,R16543,3130,269,17,313,65
16544,R16544,3225,341,17,331,77
16545,R16545,3296,214,5,417,198
16546,R16546,3191,80,8,424,49
16547,R16547,1983,34,24,0,0
16548,R16548,2980,338,13,42,7
16549,R16549,2476,112,24,300,139
16550,R16550,3206,134,15,726,97
16551,R16551,2840,39,18,309,68
16552,R16552,2859,359,11,30,6
16553,R16553,2907,32,18,624,58
16554,R16554,3090,34,12,779,177
16555,R16555,2689,72,9,0,0
16556,R16556,3239,18,3,268,40
16557,R16557,2718,17,13,277,47
16558,R16558,2974,164,9,488,48
16559,R16559,2692,35,16,417,218
16560,R16560,3253,217,12,481,118
16561,R16561,3112,342,6,604,-73
16562,R16562,3271,270,26,150,50
16563,R16563,2847,35,11,0,0
16564,R16564,2850,353,11,42,3
16565,R16565,2547,230,40,95,47
16566,R16566,2641,108,25,210,114
16567,R16567,3405,168,14,365,49
16568,R16568,3341,344,7,192,41
16569,R16569,3050,277,15,192,45
16570,R16570,3320,95,32,90,52
16571,R16571,2739,117,12,108,21
16572,R16572,2890,128,10,365,107
16573,R16573,3318,28,18,470,107
16574,R16574,2935,320,30,339,161
16575,R16575,2651,233,5,124,0
16576,R16576,3333,321,3,741,38
16577,R16577,2855,289,26,552,103
16578,R16578,3213,270,15,42,5
16579,R16579,2949,225,13,162,61
16580,R16580,3209,86,22,95,43
16581,R16581,3358,358,8,553,19
16582,R16582,2265,299,31,212,-32
16583,R16583,3034,321,15,0,0
16584,R16584,2653,87,9,30,3
16585,R16585,2556,157,13,0,0
16586,R16586,3019,57,23,150,52
16587,R16587,3083,90,1,480,-25
16588,R16588,2497,75,15,242,102
16589,R16589,3092,116,13,420,51
16590,R16590,2929,36,8,134,29
16591,R16591,2808,129,9,67,12
16592,R16592,2768,200,28,335,-74
16593,R16593,3086,291,7,134,10
16594,R16594,3182,287,8,175,15
16595,R16595,3317,290,8,660,116
16596,R16596,2635,125,8,426,-16
16597,R16597,2905,10,16,124,24
16598,R16598,3004,56,3,780,78
16599,R16599,2745,336,19,309,134
16600,R16600,2895,281,15,234,40
16601,R16601,2955,28,8,30,0
16602,R16602,2924,139,5,150,25
16603,R16603,3015,40,4,120,19
16604,R16604,2834,47,10,0,0
16605,R16605,2710,334,30,242,99
16606,R16606,3271,117,16,573,133
16607,R16607,2783,103,9,218,24
16608,R16608,2899,323,21,297,32
16609,R16609,2385,112,27,120,48
16610,R16610,3155,188,15,228,32
16611,R16611,2875,328,17,127,23
16612,R16612,2810,101,5,503,22
16613,R16613,3205,84,7,67,4
16614,R16614,2350,311,29,350,151
16615,R16615,3355,72,6,499,33
16616,R16616,3329,187,6,570,34
16617,R16617,2888,346,15,42,3
16618,R16618,2754,119,11,95,23
16619,R16619,3431,317,31,124,80
16620,R16620,2846,157,14,85,8
16621,R16621,2061,28,30,30,20
16622,R16622,3420,348,15,684,220
16623,R16623,2968,177,14,277,46
16624,R16624,3024,110,25,162,45
16625,R16625,3239,89,9,108,4
16626,R16626,2181,31,36,342,112
16627,R16627,2724,22,25,242,92
16628,R16628,2755,219,7,150,9
16629,R16629,3207,329,6,90,-6
16630,R16630,3019,342,4,180,12
16631,R16631,3109,301,6,362,-11
16632,R16632,3019,343,14,67,11
16633,R16633,2922,18,2,466,19
16634,R16634,3119,43,8,42,0
16635,R16635,3096,324,15,503,59
16636,R16636,3090,5,20,1055,221
16637,R16637,3021,240,34,566,101
16638,R16638,2814,117,2,30,-1
16639,R16639,3159,73,15,513,118
16640,R16640,3067,236,5,591,63
16641,R16641,3173,167,25,376,57
16642,R16642,2888,217,2,67,1
16643,R16643,2657,211,1,0,0
16644,R16644,3195,74,16,443,92
16645,R16645,2704,63,23,150,44
16646,R16646,2802,144,6,190,29
16647,R16647,2091,34,32,85,40
16648,R16648,3125,157,7,256,14
16649,R16649,2127,263,30,182,125
16650,R16650,3356,75,5,90,1
16651,R16651,3307,133,8,446,125
16652,R16652,2233,55,24,120,72
16653,R16653,3263,326,9,390,105
16654,R16654,2652,139,13,108,23
16655,R16655,2901,18,18,67,14
16656,R16656,2386,99,10,150,12
16657,R16657,3197,99,6,247,16
16658,R16658,3184,204,6,277,23
16659,R16659,2945,117,7,180,19
16660,R16660,3066,351,15,361,78
16661,R16661,2626,359,18,268,73
16662,R16662,3304,99,3,150,34
16663,R16663,2307,268,30,175,100
16664,R16664,3230,353,10,0,0
16665,R16665,2087,354,22,108,71
16666,R16666,3159,328,14,649,115
16667,R16667,3048,93,9,481,-6
16668,R16668,3218,88,13,30,-4
16669,R16669,3470,180,11,916,237
16670,R16670,2481,5,8,182,49
16671,R16671,3131,17,10,60,5
16672,R16672,2885,357,13,190,37
16673,R16673,3053,75,12,664,240
16674,R16674,3141,186,15,458,51
16675,R16675,3226,27,13,300,14
16676,R16676,2671,152,10,319,13
16677,R16677,2697,17,9,268,20
16678,R16678,3183,18,4,127,5
16679,R16679,2513,60,9,120,30
16680,R16680,3293,148,16,400,14
16681,R16681,2876,82,13,210,66
16682,R16682,3029,88,9,95,30
16683,R16683,2618,189,17,283,192
16684,R16684,2949,252,16,466,53
16685,R16685,3186,37,5,170,8
16686,R16686,3248,163,9,270,35
16687,R16687,2835,22,9,350,37
16688,R16688,2387,90,8,277,100
16689,R16689,2973,75,5,180,-1
16690,R16690,2945,187,10,30,5
16691,R16691,3027,28,18,509,114
16692,R16692,2761,111,7,212,31
16693,R16693,2989,288,9,601,-45
16694,R16694,3249,212,15,150,23
16695,R16695,2151,351,16,470,106
16696,R16696,2921,121,18,819,126
16697,R16697,3495,6,11,576,223
16698,R16698,2958,103,16,134,23
16699,R16699,3057,51,6,60,8
16700,R16700,2835,38,8,85,7
16701,R16701,2926,122,11,30,4
16702,R16702,3000,79,34,541,173
16703,R16703,2711,222,14,497,23
16704,R16704,3003,108,1,268,24
16705,R16705,3078,30,5,212,38
16706,R16706,2865,138,18,671,86
16707,R16707,3183,312,7,85,7
16708,R16708,3196,63,11,272,48
16709,R16709,2849,114,6,272,55
16710,R16710,3069,73,6,30,-3
16711,R16711,3334,152,10,400,69
16712,R16712,3318,117,10,323,94
16713,R16713,2837,235,29,124,21
16714,R16714,3699,14,8,1127,290
16715,R16715,2127,335,23,283,120
16716,R16716,2256,318,31,85,41
16717,R16717,2786,31,11,323,18
16718,R16718,3024,194,9,1022,138
16719,R16719,2772,261,20,216,25
16720,R16720,3472,60,25,713,257
16721,R16721,3049,31,11,443,69
16722,R16722,3008,122,4,60,2
16723,R16723,3154,143,9,134,14
16724,R16724,2994,240,7,342,50
16725,R16725,2763,69,30,150,75
16726,R16726,3011,63,6,150,20
16727,R16727,3151,229,14,446,90
16728,R16728,3106,262,7,60,5
16729,R16729,3201,88,22,313,96
16730,R16730,2743,51,9,120,-14
16731,R16731,3046,22,5,532,66
16732,R16732,3115,215,9,258,30
16733,R16733,2397,108,28,150,60
16734,R16734,2941,315,4,0,0
16735,R16735,2059,336,39,170,126
16736,R16736,3298,131,19,767,308
16737,R16737,3121,67,22,108,21
16738,R16738,3190,40,4,417,54
16739,R16739,2661,90,9,379,-6
16740,R16740,2897,199,32,277,-19
16741,R16741,2877,112,18,150,67
16742,R16742,1929,327,24,0,0
16743,R16743,3259,223,9,830,115
16744,R16744,2588,83,6,481,49
16745,R16745,3146,332,15,201,23
16746,R16746,2832,336,17,277,71
16747,R16747,2731,65,8,256,27
16748,R16748,3298,201,9,90,23
16749,R16749,3159,280,13,331,12
16750,R16750,2958,301,8,190,9
16751,R16751,2699,199,35,108,68
16752,R16752,3276,4,15,268,50
16753,R16753,2982,62,11,134,10
16754,R16754,2768,91,33,210,119
16755,R16755,2993,248,5,361,57
16756,R16756,2650,67,10,201,6
16757,R16757,2934,3,10,95,11
16758,R16758,3037,238,4,878,170
16759,R16759,2896,129,12,150,26
16760,R16760,3026,124,16,201,-11
16761,R16761,2450,171,22,270,-99
16762,R16762,2975,288,5,285,132
16763,R16763,3082,211,20,977,156
16764,R16764,2906,26,11,351,104
16765,R16765,3006,159,7,531,82
16766,R16766,3407,47,15,313,58
16767,R16767,3064,340,6,42,3
16768,R16768,3044,87,4,134,4
16769,R16769,3116,353,18,268,54
16770,R16770,2907,79,8,564,109
16771,R16771,3202,101,19,212,43
16772,R16772,2952,310,13,234,25
16773,R16773,3157,347,4,212,-21
16774,R16774,3128,191,1,573,148
16775,R16775,2939,46,13,484,10
16776,R16776,3025,227,12,190,41
16777,R16777,3098,99,24,390,181
16778,R16778,3168,158,9,450,59
16779,R16779,3040,174,9,95,10
16780,R16780,2877,97,27,150,50
16781,R16781,3285,153,10,108,18
16782,R16782,2836,7,26,330,108
16783,R16783,2921,308,25,255,108
16784,R16784,3260,46,20,85,9
16785,R16785,3094,13,16,150,-5
16786,R16786,3167,304,12,899,-35
16787,R16787,2719,34,5,360,52
16788,R16788,3076,358,9,691,75
16789,R16789,2923,84,19,30,-7
16790,R16790,3232,38,13,30,5
16791,R16791,3325,90,21,30,0
16792,R16792,3423,20,9,342,84
16793,R16793,2748,294,22,30,13
16794,R16794,2903,26,25,350,90
16795,R16795,3026,338,15,42,-3
16796,R16796,3379,3,10,330,30
16797,R16797,3263,122,9,551,185
16798,R16798,3130,141,13,323,71
16799,R16799,2927,147,14,30,-2
16800,R16800,3257,17,13,457,36
16801,R16801,2698,76,27,134,34
16802,R16802,2788,28,27,297,140
16803,R16803,2947,253,9,0,0
16804,R16804,2965,56,5,361,48
16805,R16805,3022,185,17,780,96
16806,R16806,3348,188,13,361,80
16807,R16807,3343,20,22,330,123
16808,R16808,3157,65,10,395,18
16809,R16809,2943,42,6,342,15
16810,R16810,3176,48,7,350,59
16811,R16811,3018,251,10,778,120
16812,R16812,3263,339,16,319,91
16813,R16813,2926,112,12,300,-15
16814,R16814,2332,176,6,258,50
16815,R16815,3220,129,22,210,54
16816,R16816,2627,143,15,270,99
16817,R16817,3044,206,13,552,133
16818,R16818,2978,117,3,361,19
16819,R16819,2912,92,22,192,90
16820,R16820,3289,340,14,566,176
16821,R16821,3218,315,13,531,27
16822,R16822,2806,54,27,42,-2
16823,R16823,2327,4,27,210,25
16824,R16824,2844,135,16,134,49
16825,R16825,2759,72,10,42,0
16826,R16826,2990,54,4,510,-29
16827,R16827,2738,293,13,60,18
16828,R16828,2929,225,2,418,10
16829,R16829,2916,247,8,240,16
16830,R16830,3116,91,27,201,41
16831,R16831,2863,303,19,319,101
16832,R16832,3041,252,12,234,33
16833,R16833,3211,261,9,30,-7
16834,R16834,2337,135,19,67,5
16835,R16835,3347,43,16,150,17
16836,R16836,2664,72,6,180,17
16837,R16837,3030,285,3,342,109
16838,R16838,2976,15,14,182,52
16839,R16839,3273,189,18,270,67
16840,R16840,3292,104,23,437,130
16841,R16841,3215,331,10,309,31
16842,R16842,2846,110,15,216,25
16843,R16843,2706,46,14,390,89
16844,R16844,2562,104,34,60,23
16845,R16845,3430,33,7,451,52
16846,R16846,2868,105,13,543,138
16847,R16847,3358,233,5,390,47
16848,R16848,2764,61,24,255,107
16849,R16849,2668,161,12,120,20
16850,R16850,2224,302,17,361,85
16851,R16851,2453,242,7,382,202
16852,R16852,2963,95,11,258,49
16853,R16853,2877,39,13,421,35
16854,R16854,2762,26,20,342,62
16855,R16855,2525,249,11,258,42
16856,R16856,3006,270,1,335,43
16857,R16857,2745,58,14,30,5
16858,R16858,3026,9,19,400,167
16859,R16859,2999,347,24,297,87
16860,R16860,3123,49,10,384,64
16861,R16861,3166,54,20,60,23
16862,R16862,2582,30,19,42,14
16863,R16863,2601,51,6,30,0
16864,R16864,2949,18,9,108,-7
16865,R16865,3185,80,22,216,38
16866,R16866,3073,150,11,458,48
16867,R16867,3263,73,15,600,29
16868,R16868,3395,104,21,541,161
16869,R16869,3172,4,13,474,110
16870,R16870,2938,39,14,319,38
16871,R16871,2909,95,6,42,1
16872,R16872,3286,343,17,67,8
16873,R16873,2331,336,11,127,37
16874,R16874,3076,208,18,972,146
16875,R16875,2666,15,11,258,58
16876,R16876,2910,278,43,420,276
16877,R16877,3049,36,13,1224,251
16878,R16878,3012,163,13,67,12
16879,R16879,2887,164,10,162,17
16880,R16880,2821,90,9,30,5
16881,R16881,2906,0,1,443,40
16882,R16882,2989,206,7,607,-31
16883,R16883,3204,204,6,459,87
16884,R16884,2856,246,17,433,215
16885,R16885,2939,349,27,85,27
16886,R16886,2991,62,17,390,75
16887,R16887,2854,23,6,85,-3
16888,R16888,2830,96,9,85,9
16889,R16889,3174,59,14,390,26
16890,R16890,2718,305,13,30,10
16891,R16891,3069,79,13,67,10
16892,R16892,2988,93,13,212,36
16893,R16893,2965,130,11,162,13
16894,R16894,3178,23,9,170,10
16895,R16895,2742,90,7,454,49
